salary_id,employee_id,effective_date,previous_salary,new_salary,increment_percent,change_reason
3497,2766,2024-05-21,1258000,1303162.2,3.59,Performance Bonus
3498,736,2024-03-06,592974,650907.56,9.77,Salary Revision
3499,436,2025-03-06,1225013,1429712.67,16.71,Market Adjustment
3500,2811,2024-10-17,1786521,1870844.79,4.72,Performance Bonus
3501,51,2024-07-20,587397,636855.83,8.42,Salary Revision
3502,2077,2024-08-11,1055285,1210095.31,14.67,Annual Increment
3503,1992,2025-11-12,1621154,1934360.95,19.32,Performance Bonus
3504,1731,2025-04-10,364318,394009.92,8.15,Market Adjustment
3505,2598,2025-09-15,493182,558577.93,13.26,Performance Bonus
3506,2057,2024-10-02,1031871,1199859.6,16.28,Market Adjustment
3507,2192,2025-03-02,1015170,1064913.33,4.9,Promotion
3508,1737,2025-07-26,1365080,1582264.23,15.91,Annual Increment
3509,616,2024-12-25,264589,287687.62,8.73,Salary Revision
3510,1057,2025-07-15,664424,742493.82,11.75,Salary Revision
3511,2981,2025-11-29,1204181,1329295.41,10.39,Performance Bonus
3512,1154,2025-12-11,333559,350470.44,5.07,Performance Bonus
3513,1886,2025-11-26,1019873,1059138.11,3.85,Salary Revision
3514,2812,2025-12-05,1024470,1099153.86,7.29,Market Adjustment
3515,2765,2025-10-23,871059,1010776.86,16.04,Annual Increment
3516,2224,2024-07-27,810433,859383.15,6.04,Market Adjustment
3517,1709,2024-10-27,286739,317133.33,10.6,Market Adjustment
3518,2605,2024-11-29,324690,367321.8,13.13,Market Adjustment
3519,2998,2024-11-12,326781,366092.75,12.03,Performance Bonus
3520,1019,2024-12-23,617491,644845.85,4.43,Annual Increment
3521,517,2025-12-06,1774183,1871053.39,5.46,Performance Bonus
3522,1766,2024-08-02,826079,899352.21,8.87,Performance Bonus
3523,2823,2025-12-14,1544448,1654876.03,7.15,Salary Revision
3524,2331,2024-11-28,1211375,1256074.74,3.69,Market Adjustment
3525,1527,2024-01-30,330294,348427.14,5.49,Annual Increment
3526,1565,2024-01-21,1325067,1585575.17,19.66,Annual Increment
3527,1384,2024-08-08,1585342,1834874.83,15.74,Performance Bonus
3528,1642,2024-11-06,296941,315143.48,6.13,Market Adjustment
3529,2956,2025-10-20,1619220,1872304.09,15.63,Annual Increment
3530,1776,2025-12-27,494161,575648.15,16.49,Salary Revision
3531,1069,2025-01-26,885859,1005095.62,13.46,Salary Revision
3532,999,2025-02-10,1705962,1988810.5,16.58,Market Adjustment
3533,2349,2024-05-28,1241781,1324483.61,6.66,Performance Bonus
3534,1126,2024-04-30,1694651,1969692.86,16.23,Market Adjustment
3535,2055,2024-04-07,1658110,1720786.56,3.78,Performance Bonus
3536,743,2024-07-27,1672305,1803413.71,7.84,Annual Increment
3537,1668,2025-04-09,684396,707117.95,3.32,Performance Bonus
3538,2692,2025-01-05,522141,562189.21,7.67,Performance Bonus
3539,2454,2025-11-01,1581390,1714384.9,8.41,Promotion
3540,921,2024-08-04,287901,331230.1,15.05,Promotion
3541,262,2024-11-04,1532169,1653057.13,7.89,Salary Revision
3542,1887,2025-01-22,1482945,1633463.92,10.15,Salary Revision
3543,1347,2024-10-04,1385519,1518667.38,9.61,Salary Revision
3544,52,2025-08-15,969219,1054413.35,8.79,Market Adjustment
3545,1821,2024-10-05,568302,629962.77,10.85,Performance Bonus
3546,863,2024-10-23,1366188,1569203.54,14.86,Performance Bonus
3547,1048,2025-12-01,1095022,1133895.28,3.55,Salary Revision
3548,322,2025-05-29,1574108,1751509.97,11.27,Market Adjustment
3549,341,2024-03-10,685266,792989.82,15.72,Salary Revision
3550,1513,2025-08-05,887602,958255.12,7.96,Market Adjustment
3551,1850,2024-06-03,1664531,1846797.14,10.95,Promotion
3552,2560,2025-06-18,1476701,1562792.67,5.83,Market Adjustment
3553,2314,2025-12-22,1154985,1271176.49,10.06,Annual Increment
3554,1163,2025-10-19,1416938,1638688.8,15.65,Promotion
3555,1538,2025-07-15,1377413,1449589.44,5.24,Salary Revision
3556,506,2025-12-17,453381,497494.97,9.73,Promotion
3557,454,2025-11-25,1446939,1561536.57,7.92,Promotion
3558,1643,2024-02-08,1403581,1543096.95,9.94,Promotion
3559,1713,2024-03-17,1506715,1623334.74,7.74,Market Adjustment
3560,2582,2024-06-09,471540,538923.07,14.29,Market Adjustment
3561,2058,2024-08-26,1373291,1538772.57,12.05,Promotion
3562,1655,2024-05-22,1287740,1492104.34,15.87,Market Adjustment
3563,1841,2025-05-28,579185,687550.51,18.71,Promotion
3564,1639,2025-07-11,854835,880992.95,3.06,Market Adjustment
3565,1901,2024-10-10,1626131,1722560.57,5.93,Annual Increment
3566,1571,2025-01-19,1466679,1673480.74,14.1,Performance Bonus
3567,1681,2025-08-04,646099,735389.88,13.82,Salary Revision
3568,919,2024-07-07,540606,612885.02,13.37,Salary Revision
3569,330,2025-06-17,1507385,1698822.9,12.7,Performance Bonus
3570,94,2024-10-14,931616,1056173.06,13.37,Promotion
3571,2332,2025-01-18,1561758,1733863.73,11.02,Annual Increment
3572,1517,2025-07-07,297646,344168.07,15.63,Performance Bonus
3573,2262,2024-10-13,1322348,1556139.13,17.68,Promotion
3574,1876,2024-07-26,1023983,1180550.0,15.29,Promotion
3575,718,2024-05-02,1240209,1474980.56,18.93,Promotion
3576,1322,2025-08-10,528187,570336.32,7.98,Annual Increment
3577,848,2025-04-12,1461319,1619725.98,10.84,Promotion
3578,2801,2025-07-08,1515104,1674795.96,10.54,Promotion
3579,725,2024-08-17,1217638,1357666.37,11.5,Annual Increment
3580,2475,2025-09-03,944700,1113140.01,17.83,Promotion
3581,1003,2024-12-11,1219329,1405520.54,15.27,Annual Increment
3582,29,2025-10-05,317785,364149.83,14.59,Performance Bonus
3583,2129,2024-08-26,1236100,1454395.26,17.66,Annual Increment
3584,1709,2024-12-15,795320,938636.66,18.02,Salary Revision
3585,496,2024-11-04,1751130,2034813.06,16.2,Salary Revision
3586,2928,2025-09-04,299744,331067.25,10.45,Annual Increment
3587,1200,2024-08-28,1085498,1270901.06,17.08,Annual Increment
3588,1489,2024-03-13,1087664,1252771.4,15.18,Salary Revision
3589,2578,2024-09-07,1612372,1781348.59,10.48,Annual Increment
3590,425,2024-07-08,556150,652920.1,17.4,Salary Revision
3591,458,2025-12-30,1764131,1867685.49,5.87,Performance Bonus
3592,2690,2024-06-19,962684,1014765.2,5.41,Promotion
3593,1977,2025-05-05,690580,742373.5,7.5,Market Adjustment
3594,2630,2024-05-09,1704828,1777453.67,4.26,Performance Bonus
3595,1003,2025-08-14,795258,865399.76,8.82,Performance Bonus
3596,1355,2024-11-13,1194507,1372369.09,14.89,Salary Revision
3597,1128,2024-05-05,1496606,1550633.48,3.61,Promotion
3598,607,2024-08-28,1344250,1450445.75,7.9,Promotion
3599,1520,2024-02-22,1431827,1563125.54,9.17,Market Adjustment
3600,1257,2024-10-02,1751218,1850862.3,5.69,Market Adjustment
3601,1947,2025-05-10,1745434,1928355.48,10.48,Market Adjustment
3602,633,2025-03-22,1707693,1796322.27,5.19,Salary Revision
3603,1198,2024-03-26,1055781,1133592.06,7.37,Promotion
3604,115,2025-02-20,693887,783467.81,12.91,Promotion
3605,2394,2025-09-30,275305,295705.1,7.41,Salary Revision
3606,2117,2025-02-24,1101117,1223451.1,11.11,Promotion
3607,1410,2025-02-26,1600254,1690668.35,5.65,Salary Revision
3608,1288,2025-09-26,1347518,1473645.68,9.36,Performance Bonus
3609,2656,2025-10-26,604672,712303.62,17.8,Performance Bonus
3610,719,2025-11-28,1265018,1495883.79,18.25,Annual Increment
3611,2740,2024-08-10,385796,419823.21,8.82,Market Adjustment
3612,846,2025-06-04,720412,760394.87,5.55,Salary Revision
3613,2986,2024-08-12,500801,571163.54,14.05,Market Adjustment
3614,2044,2025-05-02,1213267,1367109.26,12.68,Annual Increment
3615,2147,2025-07-18,728929,842641.92,15.6,Market Adjustment
3616,2721,2024-01-31,318871,350024.7,9.77,Annual Increment
3617,1350,2025-04-10,1314129,1368533.94,4.14,Salary Revision
3618,2191,2025-09-14,1377699,1623342.73,17.83,Annual Increment
3619,1830,2024-07-24,1438460,1609492.89,11.89,Promotion
3620,1049,2025-02-12,633117,726311.82,14.72,Promotion
3621,936,2025-06-04,1696274,1954107.65,15.2,Promotion
3622,165,2025-05-16,1527454,1642318.54,7.52,Market Adjustment
3623,375,2025-03-04,648488,748809.09,15.47,Annual Increment
3624,543,2025-04-16,1345882,1455571.38,8.15,Promotion
3625,933,2025-02-01,761580,860280.77,12.96,Salary Revision
3626,1955,2024-07-26,1223647,1280791.31,4.67,Annual Increment
3627,1307,2024-07-31,1579396,1646362.39,4.24,Performance Bonus
3628,477,2025-08-29,1176727,1228738.33,4.42,Promotion
3629,410,2024-03-10,1387429,1568072.26,13.02,Salary Revision
3630,1996,2024-02-07,879063,990528.19,12.68,Salary Revision
3631,1761,2024-05-24,483882,557625.62,15.24,Performance Bonus
3632,2633,2025-03-30,658522,744195.71,13.01,Salary Revision
3633,1869,2025-03-29,251038,269313.57,7.28,Performance Bonus
3634,2464,2024-01-19,817789,910771.61,11.37,Promotion
3635,1347,2024-03-21,1313870,1461286.21,11.22,Market Adjustment
3636,2644,2024-06-04,878384,944174.96,7.49,Salary Revision
3637,1020,2024-06-19,965427,1039571.79,7.68,Salary Revision
3638,2061,2025-05-12,897608,1020041.73,13.64,Annual Increment
3639,747,2024-08-04,1272530,1312105.68,3.11,Salary Revision
3640,1928,2025-08-27,1289742,1364160.11,5.77,Annual Increment
3641,1770,2024-01-27,1661333,1797230.04,8.18,Performance Bonus
3642,1403,2025-03-18,1587737,1820816.79,14.68,Promotion
3643,793,2024-12-20,477984,554318.04,15.97,Promotion
3644,1259,2024-11-27,1302308,1408967.03,8.19,Salary Revision
3645,1933,2024-09-13,465832,534029.8,14.64,Salary Revision
3646,862,2025-07-02,1447491,1656219.2,14.42,Market Adjustment
3647,641,2024-12-15,652451,757038.9,16.03,Promotion
3648,647,2024-08-26,1529521,1747630.69,14.26,Market Adjustment
3649,2116,2024-07-31,1243578,1419046.86,14.11,Performance Bonus
3650,2976,2025-04-22,814937,871086.16,6.89,Market Adjustment
3651,1934,2024-08-18,886733,969199.17,9.3,Market Adjustment
3652,1367,2025-03-12,1774020,1934036.6,9.02,Market Adjustment
3653,1843,2024-06-23,895958,987614.5,10.23,Performance Bonus
3654,1709,2025-07-17,261896,303694.6,15.96,Performance Bonus
3655,227,2025-09-11,1107290,1207056.83,9.01,Promotion
3656,1872,2025-01-16,825054,852528.3,3.33,Promotion
3657,855,2024-03-06,1638429,1887142.52,15.18,Market Adjustment
3658,1530,2025-10-06,299658,325039.03,8.47,Performance Bonus
3659,1335,2024-09-03,1420353,1598181.2,12.52,Promotion
3660,881,2024-07-05,1545108,1723567.97,11.55,Market Adjustment
3661,438,2024-12-08,406084,435037.79,7.13,Market Adjustment
3662,2961,2024-11-13,1255967,1494726.33,19.01,Salary Revision
3663,1925,2025-10-30,346468,402872.99,16.28,Performance Bonus
3664,2818,2024-03-06,1731614,1926940.06,11.28,Market Adjustment
3665,2486,2024-03-01,1479170,1617916.15,9.38,Annual Increment
3666,230,2024-02-05,1591398,1731918.44,8.83,Salary Revision
3667,1514,2025-05-28,1168813,1387381.03,18.7,Annual Increment
3668,1933,2024-05-04,531615,627146.22,17.97,Annual Increment
3669,1330,2025-08-26,1786056,1965197.42,10.03,Promotion
3670,617,2025-12-27,1486917,1607059.89,8.08,Promotion
3671,2302,2024-03-17,434560,479971.52,10.45,Market Adjustment
3672,2346,2025-09-09,1396272,1619256.64,15.97,Market Adjustment
3673,2281,2024-12-27,1363645,1593964.64,16.89,Annual Increment
3674,576,2024-10-20,392614,462499.29,17.8,Market Adjustment
3675,1480,2025-09-12,1184995,1371039.22,15.7,Promotion
3676,755,2024-04-01,923746,1024988.56,10.96,Performance Bonus
3677,1484,2025-06-13,948376,1008882.39,6.38,Market Adjustment
3678,1046,2025-12-26,1515876,1754020.12,15.71,Annual Increment
3679,575,2025-06-14,499960,569554.43,13.92,Performance Bonus
3680,1624,2024-02-09,1269965,1480398.2,16.57,Salary Revision
3681,247,2025-12-17,1324290,1448111.11,9.35,Salary Revision
3682,1791,2024-09-01,317285,378584.46,19.32,Market Adjustment
3683,2207,2025-11-13,1281818,1381799.8,7.8,Market Adjustment
3684,2599,2025-06-26,390738,451263.32,15.49,Salary Revision
3685,378,2025-04-21,1420820,1651987.41,16.27,Salary Revision
3686,649,2025-06-20,1326888,1557633.82,17.39,Annual Increment
3687,2351,2024-03-10,1232404,1397176.41,13.37,Promotion
3688,300,2024-01-31,1684353,1858346.66,10.33,Market Adjustment
3689,1908,2025-05-26,1196420,1413211.3,18.12,Promotion
3690,2665,2025-11-28,942960,982941.5,4.24,Salary Revision
3691,1392,2024-06-08,1202205,1346108.94,11.97,Performance Bonus
3692,88,2025-12-14,1091935,1231375.1,12.77,Annual Increment
3693,2555,2024-02-16,1067779,1103229.26,3.32,Promotion
3694,1321,2025-06-06,1145797,1209503.31,5.56,Promotion
3695,2394,2025-03-07,1664609,1931778.74,16.05,Salary Revision
3696,1875,2025-07-26,1620725,1852650.75,14.31,Salary Revision
3697,1453,2025-11-01,1749263,2059582.26,17.74,Promotion
3698,774,2025-06-24,560973,597436.24,6.5,Promotion
3699,414,2024-03-04,304996,341809.02,12.07,Annual Increment
3700,522,2025-12-27,1382621,1505950.79,8.92,Annual Increment
3701,1342,2025-03-25,911308,1082451.64,18.78,Promotion
3702,827,2024-09-04,885289,936458.7,5.78,Market Adjustment
3703,955,2024-09-25,705576,819385.41,16.13,Annual Increment
3704,563,2025-03-13,1171993,1231647.44,5.09,Performance Bonus
3705,105,2025-05-17,1181035,1390668.71,17.75,Promotion
3706,1559,2024-11-25,353209,390649.15,10.6,Performance Bonus
3707,814,2024-07-13,681242,790990.09,16.11,Salary Revision
3708,511,2025-03-07,444724,531356.24,19.48,Salary Revision
3709,2369,2025-09-23,1769425,1977863.26,11.78,Promotion
3710,859,2025-05-16,502409,597816.47,18.99,Salary Revision
3711,1468,2025-11-28,914544,1006547.13,10.06,Promotion
3712,372,2025-07-31,1313067,1432818.71,9.12,Market Adjustment
3713,2084,2025-07-21,484864,577279.08,19.06,Annual Increment
3714,30,2025-10-23,1046978,1221404.53,16.66,Performance Bonus
3715,410,2024-02-29,993820,1084555.77,9.13,Market Adjustment
3716,268,2024-10-28,1160476,1381894.82,19.08,Market Adjustment
3717,940,2025-08-12,1720552,1796944.51,4.44,Performance Bonus
3718,1931,2025-04-10,283239,337535.92,19.17,Market Adjustment
3719,2989,2024-12-08,1607611,1901000.01,18.25,Annual Increment
3720,577,2024-11-09,772186,818671.6,6.02,Annual Increment
3721,525,2024-05-20,1337629,1413205.04,5.65,Performance Bonus
3722,160,2024-10-16,378306,428015.41,13.14,Promotion
3723,2708,2025-04-01,864642,945226.63,9.32,Performance Bonus
3724,646,2025-06-26,1129208,1196170.03,5.93,Salary Revision
3725,621,2024-05-25,1652298,1752922.95,6.09,Annual Increment
3726,666,2025-01-28,312872,348727.13,11.46,Market Adjustment
3727,1654,2024-01-07,1561375,1707207.42,9.34,Market Adjustment
3728,2548,2025-04-21,923338,955470.16,3.48,Annual Increment
3729,1359,2025-11-01,309762,365859.9,18.11,Annual Increment
3730,592,2024-04-09,1104913,1146789.2,3.79,Performance Bonus
3731,2452,2024-04-20,1765239,1975832.01,11.93,Promotion
3732,411,2024-09-25,281328,306450.59,8.93,Promotion
3733,378,2024-04-12,1130558,1354408.48,19.8,Annual Increment
3734,1949,2024-10-03,1223987,1465357.24,19.72,Salary Revision
3735,1804,2024-08-30,531868,625317.21,17.57,Annual Increment
3736,1276,2025-03-25,1248754,1385867.19,10.98,Market Adjustment
3737,526,2024-06-10,927121,1058401.33,14.16,Market Adjustment
3738,2514,2025-01-30,1651803,1902546.7,15.18,Performance Bonus
3739,2019,2025-05-01,1447976,1539777.68,6.34,Promotion
3740,2109,2025-11-02,522226,609385.52,16.69,Promotion
3741,924,2024-11-10,1632463,1704291.37,4.4,Annual Increment
3742,2938,2024-09-15,1096910,1182468.98,7.8,Salary Revision
3743,432,2024-11-22,773824,826830.94,6.85,Promotion
3744,2991,2024-05-30,1632797,1765380.12,8.12,Performance Bonus
3745,2738,2024-08-31,1488965,1665258.46,11.84,Salary Revision
3746,1093,2025-01-11,526209,571357.73,8.58,Market Adjustment
3747,2709,2024-12-29,554550,625809.68,12.85,Annual Increment
3748,1578,2025-09-29,1575148,1635318.65,3.82,Promotion
3749,747,2025-12-25,280034,295239.85,5.43,Annual Increment
3750,975,2024-02-16,589497,646914.01,9.74,Annual Increment
3751,2344,2024-07-17,1258261,1399563.71,11.23,Market Adjustment
3752,770,2024-10-12,1568506,1847386.37,17.78,Salary Revision
3753,1662,2024-05-26,1198131,1436319.44,19.88,Performance Bonus
3754,2545,2024-02-17,801141,899521.11,12.28,Annual Increment
3755,1145,2024-09-17,1624600,1885510.76,16.06,Market Adjustment
3756,1382,2025-11-07,640740,687770.32,7.34,Performance Bonus
3757,2249,2025-06-08,1206964,1379318.46,14.28,Market Adjustment
3758,2127,2025-10-12,801264,833875.44,4.07,Market Adjustment
3759,1748,2024-01-04,1596985,1651761.59,3.43,Salary Revision
3760,518,2024-05-05,448356,479113.22,6.86,Performance Bonus
3761,456,2025-01-30,502240,564316.86,12.36,Market Adjustment
3762,518,2024-11-20,979020,1059495.44,8.22,Performance Bonus
3763,2267,2025-05-14,423994,506376.03,19.43,Salary Revision
3764,748,2024-11-01,1083739,1267324.39,16.94,Salary Revision
3765,799,2024-10-22,547184,641737.4,17.28,Promotion
3766,69,2025-03-04,666656,769787.68,15.47,Market Adjustment
3767,2153,2025-12-25,1510254,1755821.3,16.26,Salary Revision
3768,2174,2024-03-08,1351099,1402440.76,3.8,Salary Revision
3769,1486,2024-03-13,1381323,1476910.55,6.92,Salary Revision
3770,684,2025-08-28,1035324,1094337.47,5.7,Promotion
3771,2601,2025-06-07,1580249,1858372.82,17.6,Promotion
3772,2934,2025-12-05,568874,638219.74,12.19,Salary Revision
3773,1737,2025-05-09,674036,726138.98,7.73,Performance Bonus
3774,1215,2025-05-18,1067411,1262960.7,18.32,Performance Bonus
3775,1952,2025-04-01,1231475,1335780.93,8.47,Market Adjustment
3776,2,2024-07-16,407014,436603.92,7.27,Salary Revision
3777,2737,2025-02-11,903483,962661.14,6.55,Salary Revision
3778,2433,2025-05-20,390120,405763.81,4.01,Performance Bonus
3779,575,2025-07-13,551552,613215.51,11.18,Promotion
3780,994,2025-07-25,1070486,1245724.56,16.37,Performance Bonus
3781,1602,2025-10-10,1490290,1584029.24,6.29,Market Adjustment
3782,289,2025-03-12,724596,865022.7,19.38,Market Adjustment
3783,576,2024-12-24,1091881,1147566.93,5.1,Salary Revision
3784,2754,2024-10-26,568444,605392.86,6.5,Promotion
3785,2754,2025-06-11,827703,959556.09,15.93,Annual Increment
3786,2609,2025-08-20,495979,554752.51,11.85,Salary Revision
3787,421,2024-08-02,1568155,1774681.01,13.17,Promotion
3788,2706,2025-02-08,1169122,1263587.06,8.08,Annual Increment
3789,2217,2025-01-05,1529337,1693281.93,10.72,Annual Increment
3790,2950,2024-07-01,965919,1138625.32,17.88,Annual Increment
3791,1563,2024-03-12,785722,824379.52,4.92,Performance Bonus
3792,1745,2024-05-31,1476788,1563327.78,5.86,Performance Bonus
3793,1193,2025-10-12,721090,806827.6,11.89,Annual Increment
3794,2998,2024-10-12,1515245,1807990.33,19.32,Market Adjustment
3795,989,2025-12-07,1644418,1832046.09,11.41,Performance Bonus
3796,1728,2025-01-11,368808,419887.91,13.85,Market Adjustment
3797,2966,2025-06-24,1786043,1923389.71,7.69,Market Adjustment
3798,2623,2024-11-16,1314983,1427940.04,8.59,Market Adjustment
3799,1461,2025-08-08,424259,437920.14,3.22,Performance Bonus
3800,995,2024-06-27,1478478,1647172.34,11.41,Salary Revision
3801,1777,2025-03-19,1645924,1769697.48,7.52,Performance Bonus
3802,2297,2024-05-22,1522217,1784647.21,17.24,Performance Bonus
3803,2485,2025-07-09,1338352,1576578.66,17.8,Performance Bonus
3804,173,2024-08-21,1511777,1584795.83,4.83,Annual Increment
3805,2358,2024-03-06,449048,471500.4,5.0,Promotion
3806,1478,2024-02-12,1466604,1678234.96,14.43,Salary Revision
3807,1728,2024-07-29,1075743,1239363.51,15.21,Annual Increment
3808,1423,2025-09-28,1607042,1870596.89,16.4,Performance Bonus
3809,2349,2024-04-08,1346318,1395189.34,3.63,Performance Bonus
3810,2573,2024-05-07,1155544,1321595.67,14.37,Annual Increment
3811,885,2025-03-02,1438938,1526281.54,6.07,Market Adjustment
3812,405,2025-06-08,862948,1023887.8,18.65,Annual Increment
3813,2987,2024-03-31,1207608,1418214.84,17.44,Market Adjustment
3814,1469,2025-03-25,1682379,1831269.54,8.85,Promotion
3815,1134,2024-01-13,1185344,1378792.14,16.32,Market Adjustment
3816,1877,2024-10-11,1716128,2056779.41,19.85,Market Adjustment
3817,658,2025-10-20,689103,775171.96,12.49,Salary Revision
3818,2656,2024-09-22,925033,1069245.64,15.59,Market Adjustment
3819,705,2024-11-14,1298232,1526201.54,17.56,Market Adjustment
3820,1441,2025-03-09,1542690,1730126.83,12.15,Promotion
3821,1297,2024-03-31,891382,933455.23,4.72,Annual Increment
3822,2620,2025-01-16,1101580,1193231.46,8.32,Performance Bonus
3823,2620,2025-10-04,640473,742052.02,15.86,Promotion
3824,1085,2025-12-24,1733517,1928537.66,11.25,Market Adjustment
3825,1794,2024-03-29,1008043,1167616.21,15.83,Promotion
3826,1323,2025-05-17,283402,297288.7,4.9,Salary Revision
3827,1272,2025-07-23,1311409,1506808.94,14.9,Salary Revision
3828,1214,2025-03-28,1424239,1597284.04,12.15,Performance Bonus
3829,2534,2024-04-30,1708854,1782163.84,4.29,Annual Increment
3830,371,2025-06-05,1742470,1971953.3,13.17,Performance Bonus
3831,1079,2025-07-03,555692,639990.48,15.17,Salary Revision
3832,1450,2025-03-08,1082059,1138975.3,5.26,Performance Bonus
3833,425,2025-03-30,1794096,2096401.18,16.85,Market Adjustment
3834,2513,2024-08-07,1445600,1727492.0,19.5,Market Adjustment
3835,921,2024-12-18,1178065,1378807.28,17.04,Promotion
3836,2245,2025-05-12,575083,657607.41,14.35,Market Adjustment
3837,108,2025-11-12,1287026,1374801.17,6.82,Promotion
3838,1005,2024-10-16,723605,799511.16,10.49,Promotion
3839,596,2024-11-18,276043,298264.46,8.05,Annual Increment
3840,2508,2025-01-10,1263497,1481323.88,17.24,Performance Bonus
3841,2279,2024-11-02,1406005,1686784.2,19.97,Promotion
3842,1689,2025-11-01,640191,751648.25,17.41,Salary Revision
3843,1637,2024-09-22,1565449,1765513.38,12.78,Performance Bonus
3844,1072,2025-11-07,1732153,2018824.32,16.55,Market Adjustment
3845,1080,2024-03-12,1154532,1261788.02,9.29,Promotion
3846,1312,2024-05-23,1383236,1508695.51,9.07,Promotion
3847,1318,2025-04-28,1723112,1847176.06,7.2,Salary Revision
3848,2372,2025-08-02,520039,544168.81,4.64,Salary Revision
3849,2902,2024-09-19,1247694,1398664.97,12.1,Annual Increment
3850,2475,2025-04-25,727782,838695.98,15.24,Salary Revision
3851,918,2024-03-19,1225776,1318689.82,7.58,Annual Increment
3852,1886,2025-07-06,1547730,1709313.01,10.44,Salary Revision
3853,1787,2025-01-28,385597,459631.62,19.2,Promotion
3854,91,2024-09-03,1424318,1575580.57,10.62,Annual Increment
3855,1424,2025-07-23,1249558,1471354.54,17.75,Promotion
3856,262,2024-01-02,1680272,1832000.56,9.03,Market Adjustment
3857,2334,2025-11-24,778507,927201.84,19.1,Annual Increment
3858,2923,2025-08-25,1503548,1674050.34,11.34,Promotion
3859,1624,2025-09-15,701315,801252.39,14.25,Market Adjustment
3860,2206,2025-10-03,1712146,1959893.53,14.47,Market Adjustment
3861,953,2024-04-30,1445077,1684526.26,16.57,Salary Revision
3862,1668,2024-11-19,552478,641040.22,16.03,Salary Revision
3863,1289,2025-10-16,264208,315754.98,19.51,Annual Increment
3864,2917,2024-07-23,1001513,1131609.54,12.99,Annual Increment
3865,2515,2025-03-29,383439,429490.02,12.01,Promotion
3866,798,2025-02-21,771770,923499.98,19.66,Promotion
3867,743,2025-06-29,311839,355621.2,14.04,Performance Bonus
3868,2985,2024-04-17,500609,543861.62,8.64,Annual Increment
3869,1653,2025-06-08,1453771,1670673.63,14.92,Performance Bonus
3870,1670,2024-05-28,1049624,1205388.2,14.84,Promotion
3871,1407,2024-06-21,633757,663099.95,4.63,Market Adjustment
3872,727,2024-02-10,1733237,1912107.06,10.32,Market Adjustment
3873,2047,2025-02-10,440284,467317.44,6.14,Performance Bonus
3874,822,2024-03-08,725298,790357.23,8.97,Annual Increment
3875,1392,2024-04-11,1197341,1386281.41,15.78,Salary Revision
3876,1056,2024-12-28,292783,345337.55,17.95,Annual Increment
3877,2282,2025-02-23,374038,428684.95,14.61,Annual Increment
3878,691,2025-10-17,253625,302777.52,19.38,Salary Revision
3879,52,2025-04-07,259774,282010.65,8.56,Market Adjustment
3880,114,2024-12-08,1441347,1622668.45,12.58,Annual Increment
3881,707,2024-09-05,645275,734452.0,13.82,Performance Bonus
3882,745,2024-05-31,1372425,1464514.72,6.71,Market Adjustment
3883,398,2025-07-29,1682734,1994208.06,18.51,Salary Revision
3884,1533,2024-02-29,1453733,1541102.35,6.01,Performance Bonus
3885,2894,2025-07-27,622227,694529.78,11.62,Performance Bonus
3886,125,2025-12-25,1554601,1611499.4,3.66,Salary Revision
3887,493,2024-11-28,903609,1074391.1,18.9,Annual Increment
3888,1430,2024-06-23,1682422,1784545.02,6.07,Salary Revision
3889,686,2024-06-22,459131,511747.41,11.46,Salary Revision
3890,636,2024-01-16,1535956,1822258.2,18.64,Performance Bonus
3891,2698,2025-09-18,1399198,1639020.54,17.14,Performance Bonus
3892,477,2024-01-15,1652376,1857766.34,12.43,Market Adjustment
3893,1009,2024-05-29,1016914,1071827.36,5.4,Performance Bonus
3894,772,2025-11-12,1097846,1138576.09,3.71,Annual Increment
3895,1968,2024-07-10,1633407,1878908.07,15.03,Salary Revision
3896,405,2024-10-14,1340191,1401169.69,4.55,Market Adjustment
3897,2160,2025-06-30,1430689,1613531.05,12.78,Salary Revision
3898,2137,2025-09-22,1076665,1247531.74,15.87,Promotion
3899,1158,2025-08-27,921752,970604.86,5.3,Promotion
3900,1200,2025-01-07,1563528,1723789.62,10.25,Performance Bonus
3901,1545,2024-03-23,422782,470725.48,11.34,Performance Bonus
3902,428,2024-09-09,924264,1040166.71,12.54,Salary Revision
3903,1593,2025-01-06,891513,993680.39,11.46,Market Adjustment
3904,2802,2025-05-07,1715703,1783301.7,3.94,Annual Increment
3905,771,2025-06-01,437039,472963.61,8.22,Salary Revision
3906,2340,2025-06-30,1388306,1470910.21,5.95,Market Adjustment
3907,197,2024-04-08,1370491,1418184.09,3.48,Market Adjustment
3908,1577,2025-07-14,644765,702664.9,8.98,Salary Revision
3909,215,2025-02-08,1684798,1985534.44,17.85,Salary Revision
3910,2147,2025-04-03,623901,696585.47,11.65,Annual Increment
3911,879,2024-03-24,456885,506091.51,10.77,Promotion
3912,908,2025-10-05,1744033,1891403.79,8.45,Promotion
3913,2029,2025-06-06,683558,770438.22,12.71,Salary Revision
3914,64,2024-01-06,344862,409282.22,18.68,Promotion
3915,2824,2024-05-30,493963,586383.48,18.71,Annual Increment
3916,985,2025-11-19,1633269,1908148.17,16.83,Market Adjustment
3917,726,2025-06-26,1067712,1249756.9,17.05,Market Adjustment
3918,1647,2024-05-02,343861,363289.15,5.65,Salary Revision
3919,1009,2024-11-30,1553933,1777233.17,14.37,Performance Bonus
3920,2787,2025-03-18,1446508,1664496.76,15.07,Market Adjustment
