promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
1256,1833,2024-11-25,Senior Executive,Assistant Manager,24.32,Outstanding Performance
1257,1166,2025-02-22,Associate,Executive,18.13,Business Requirement
1258,27,2024-06-08,Executive,Lead Analyst,13.11,Annual Promotion
1259,1290,2024-02-27,Executive,Team Lead,8.37,Leadership Development
1260,2279,2025-02-21,Senior Analyst,Manager,17.7,Business Requirement
1261,1457,2025-11-18,Executive,Assistant Manager,10.65,Leadership Development
1262,1024,2025-05-16,Senior Executive,Manager,11.96,Leadership Development
1263,1638,2024-07-14,Junior Executive,Manager,17.67,Annual Promotion
1264,2964,2024-08-11,Associate,Executive,13.52,Role Expansion
1265,2825,2024-03-01,Executive,Assistant Manager,19.95,Outstanding Performance
1266,1231,2024-08-28,Senior Analyst,Senior Manager,8.64,Business Requirement
1267,230,2025-11-18,Analyst,Executive,23.67,Leadership Development
1268,1779,2025-04-27,Senior Executive,Team Lead,15.08,Outstanding Performance
1269,929,2024-01-23,Assistant Manager,Team Lead,20.71,Business Requirement
1270,2590,2025-05-14,Junior Executive,Senior Manager,14.5,Leadership Development
1271,1308,2024-07-19,Senior Analyst,Executive,17.18,Annual Promotion
1272,2859,2025-04-11,Senior Executive,Manager,11.75,Outstanding Performance
1273,1610,2024-12-13,Associate,Senior Manager,24.51,Business Requirement
1274,369,2025-01-06,Senior Analyst,Manager,11.78,Leadership Development
1275,542,2025-09-20,Assistant Manager,Senior Executive,13.71,Role Expansion
1276,202,2025-08-01,Senior Analyst,Senior Manager,17.32,Leadership Development
1277,2056,2025-08-11,Junior Executive,Assistant Manager,15.39,Annual Promotion
1278,1970,2025-02-23,Assistant Manager,Senior Executive,17.51,Role Expansion
1279,2341,2025-11-15,Analyst,Senior Manager,11.33,Business Requirement
1280,1009,2025-04-18,Associate,Manager,12.12,Leadership Development
1281,2805,2025-11-05,Assistant Manager,Lead Analyst,23.71,Outstanding Performance
1282,1695,2024-09-24,Junior Executive,Senior Manager,15.2,Leadership Development
1283,1412,2024-11-22,Executive,Lead Analyst,18.1,Outstanding Performance
1284,694,2025-10-19,Assistant Manager,Lead Analyst,24.79,Business Requirement
1285,1812,2024-08-04,Assistant Manager,Team Lead,18.59,Role Expansion
1286,957,2025-07-15,Junior Executive,Team Lead,11.39,Leadership Development
1287,2984,2025-12-17,Executive,Team Lead,22.5,Outstanding Performance
1288,996,2024-09-03,Associate,Executive,24.13,Annual Promotion
1289,1179,2025-04-09,Assistant Manager,Team Lead,8.23,Outstanding Performance
1290,1930,2025-07-17,Senior Executive,Assistant Manager,8.39,Annual Promotion
1291,868,2024-08-17,Associate,Manager,11.46,Business Requirement
1292,2248,2025-12-07,Assistant Manager,Lead Analyst,16.21,Annual Promotion
1293,2738,2024-11-29,Associate,Senior Manager,8.31,Business Requirement
1294,179,2025-10-13,Associate,Manager,12.34,Outstanding Performance
1295,2853,2024-10-11,Senior Executive,Team Lead,18.51,Outstanding Performance
1296,35,2025-06-05,Analyst,Senior Manager,9.13,Leadership Development
1297,2704,2024-06-30,Associate,Team Lead,14.12,Outstanding Performance
1298,2660,2024-11-16,Junior Executive,Lead Analyst,14.57,Role Expansion
1299,408,2024-04-22,Senior Analyst,Senior Manager,23.37,Role Expansion
1300,2178,2025-08-22,Assistant Manager,Manager,9.5,Annual Promotion
1301,2297,2024-06-13,Senior Analyst,Assistant Manager,23.75,Outstanding Performance
1302,2169,2024-10-01,Junior Executive,Senior Executive,13.18,Role Expansion
1303,644,2024-05-17,Analyst,Senior Manager,8.31,Leadership Development
1304,1239,2024-09-16,Senior Executive,Senior Manager,12.02,Business Requirement
1305,254,2024-04-08,Senior Executive,Team Lead,18.64,Role Expansion
1306,2274,2024-10-11,Assistant Manager,Executive,24.13,Annual Promotion
1307,1610,2025-02-23,Executive,Lead Analyst,19.17,Outstanding Performance
1308,2133,2025-06-24,Associate,Assistant Manager,24.33,Business Requirement
1309,2812,2025-06-30,Assistant Manager,Senior Manager,11.87,Annual Promotion
1310,1747,2025-11-07,Senior Analyst,Senior Executive,24.5,Business Requirement
1311,2221,2024-08-29,Senior Executive,Assistant Manager,10.24,Annual Promotion
1312,2802,2024-04-15,Senior Analyst,Manager,21.6,Annual Promotion
1313,2889,2025-04-15,Senior Executive,Senior Manager,23.28,Annual Promotion
1314,595,2024-01-09,Analyst,Team Lead,19.16,Business Requirement
1315,278,2024-11-18,Executive,Lead Analyst,17.47,Outstanding Performance
1316,597,2025-11-10,Executive,Lead Analyst,20.36,Leadership Development
1317,1243,2024-11-16,Analyst,Assistant Manager,15.53,Leadership Development
1318,770,2025-05-24,Executive,Team Lead,9.82,Annual Promotion
1319,2507,2024-05-26,Junior Executive,Team Lead,18.49,Business Requirement
1320,946,2025-06-24,Senior Analyst,Manager,18.14,Annual Promotion
1321,1472,2024-08-03,Associate,Executive,9.35,Role Expansion
1322,2477,2024-09-29,Executive,Manager,15.97,Leadership Development
1323,1588,2025-10-08,Executive,Team Lead,16.35,Annual Promotion
1324,927,2024-06-28,Executive,Senior Executive,8.55,Outstanding Performance
1325,912,2024-06-15,Senior Executive,Assistant Manager,20.62,Annual Promotion
1326,271,2025-08-14,Assistant Manager,Senior Executive,11.01,Role Expansion
1327,2007,2024-03-22,Assistant Manager,Manager,19.69,Role Expansion
1328,1659,2024-02-16,Executive,Assistant Manager,21.2,Business Requirement
1329,1559,2025-11-29,Associate,Team Lead,20.24,Role Expansion
1330,2343,2025-08-15,Senior Analyst,Senior Manager,18.09,Business Requirement
1331,158,2025-04-14,Associate,Senior Manager,16.85,Role Expansion
1332,174,2024-10-05,Analyst,Team Lead,22.92,Annual Promotion
1333,1621,2024-03-14,Senior Analyst,Manager,24.73,Outstanding Performance
1334,2115,2025-01-24,Senior Analyst,Assistant Manager,21.01,Outstanding Performance
1335,1801,2024-08-01,Executive,Lead Analyst,14.77,Leadership Development
1336,1172,2025-06-13,Assistant Manager,Team Lead,15.84,Role Expansion
1337,224,2025-10-29,Senior Executive,Manager,19.73,Annual Promotion
1338,2647,2024-12-14,Analyst,Team Lead,15.68,Business Requirement
1339,2398,2025-05-30,Junior Executive,Senior Executive,23.94,Business Requirement
1340,1694,2025-06-29,Executive,Assistant Manager,13.5,Outstanding Performance
1341,2418,2024-01-20,Executive,Assistant Manager,23.24,Annual Promotion
1342,1025,2024-02-13,Analyst,Executive,13.51,Annual Promotion
1343,507,2024-02-09,Associate,Senior Manager,9.55,Role Expansion
1344,350,2024-07-07,Associate,Lead Analyst,16.9,Role Expansion
1345,2096,2025-10-20,Associate,Team Lead,18.41,Annual Promotion
1346,1559,2024-06-26,Analyst,Manager,8.75,Annual Promotion
1347,2702,2024-09-19,Senior Executive,Manager,22.67,Annual Promotion
1348,733,2025-12-25,Assistant Manager,Senior Executive,21.08,Outstanding Performance
1349,1268,2025-04-21,Analyst,Lead Analyst,20.41,Role Expansion
1350,741,2025-04-11,Senior Executive,Senior Manager,10.0,Annual Promotion
1351,1037,2025-09-06,Executive,Manager,8.21,Role Expansion
1352,24,2025-08-08,Assistant Manager,Manager,18.34,Role Expansion
1353,2412,2024-07-29,Executive,Senior Executive,19.21,Role Expansion
1354,326,2024-03-24,Analyst,Assistant Manager,18.22,Outstanding Performance
1355,1140,2024-07-10,Executive,Manager,18.54,Business Requirement
1356,851,2025-05-03,Assistant Manager,Team Lead,8.83,Annual Promotion
1357,1430,2025-01-31,Junior Executive,Senior Manager,8.62,Outstanding Performance
1358,2472,2024-10-10,Associate,Manager,13.07,Outstanding Performance
1359,1708,2025-11-15,Junior Executive,Executive,24.89,Annual Promotion
1360,2504,2024-06-24,Associate,Lead Analyst,19.24,Business Requirement
1361,2303,2025-03-14,Senior Analyst,Team Lead,11.02,Role Expansion
1362,1476,2025-10-20,Associate,Manager,23.84,Outstanding Performance
1363,1323,2025-04-03,Assistant Manager,Lead Analyst,14.27,Role Expansion
1364,1751,2024-05-17,Assistant Manager,Executive,22.34,Outstanding Performance
1365,552,2025-09-24,Senior Executive,Assistant Manager,10.07,Leadership Development
1366,1695,2025-08-29,Senior Executive,Manager,16.92,Annual Promotion
1367,448,2025-09-15,Senior Analyst,Executive,17.71,Business Requirement
1368,2966,2025-10-26,Junior Executive,Assistant Manager,19.71,Leadership Development
1369,1297,2024-09-04,Analyst,Manager,12.41,Business Requirement
1370,532,2024-12-27,Senior Analyst,Lead Analyst,18.44,Role Expansion
1371,2589,2024-03-03,Senior Analyst,Senior Manager,16.46,Annual Promotion
1372,2903,2025-06-27,Senior Analyst,Senior Executive,12.94,Annual Promotion
1373,99,2025-10-24,Junior Executive,Executive,15.9,Outstanding Performance
1374,850,2025-11-07,Associate,Team Lead,21.59,Role Expansion
1375,1368,2024-11-18,Analyst,Executive,13.94,Annual Promotion
1376,825,2025-09-05,Junior Executive,Senior Manager,19.73,Leadership Development
1377,1261,2024-11-09,Assistant Manager,Executive,13.1,Business Requirement
1378,26,2024-02-27,Senior Executive,Team Lead,9.94,Leadership Development
1379,2968,2025-09-25,Senior Executive,Assistant Manager,17.67,Outstanding Performance
1380,795,2025-12-23,Assistant Manager,Senior Executive,13.62,Leadership Development
1381,1944,2025-06-17,Associate,Assistant Manager,21.55,Annual Promotion
1382,2570,2025-04-28,Analyst,Senior Executive,15.83,Business Requirement
1383,1696,2025-04-16,Senior Executive,Assistant Manager,23.77,Outstanding Performance
1384,1227,2025-07-01,Assistant Manager,Manager,17.6,Leadership Development
1385,77,2024-03-20,Senior Analyst,Manager,11.54,Leadership Development
1386,1449,2024-10-12,Assistant Manager,Team Lead,9.13,Annual Promotion
1387,128,2024-10-22,Senior Executive,Team Lead,13.77,Role Expansion
1388,680,2025-10-19,Associate,Manager,17.71,Role Expansion
1389,479,2025-11-19,Executive,Manager,22.7,Leadership Development
1390,1289,2025-01-20,Associate,Team Lead,20.07,Leadership Development
1391,2036,2025-10-17,Analyst,Executive,22.91,Leadership Development
1392,1240,2025-06-29,Analyst,Team Lead,11.67,Leadership Development
1393,154,2024-12-18,Executive,Lead Analyst,21.22,Outstanding Performance
1394,103,2025-07-10,Analyst,Manager,21.58,Business Requirement
1395,1394,2025-09-13,Executive,Senior Executive,23.7,Business Requirement
1396,1341,2024-12-21,Senior Executive,Team Lead,10.44,Outstanding Performance
1397,2772,2025-06-12,Assistant Manager,Manager,24.88,Annual Promotion
1398,1882,2025-01-05,Associate,Executive,14.59,Business Requirement
1399,1274,2025-09-19,Junior Executive,Executive,23.85,Business Requirement
1400,1366,2024-03-02,Assistant Manager,Executive,15.94,Outstanding Performance
1401,2700,2024-09-23,Junior Executive,Manager,20.67,Outstanding Performance
1402,1279,2024-12-07,Senior Analyst,Team Lead,18.86,Annual Promotion
1403,1134,2025-11-05,Senior Executive,Lead Analyst,17.05,Role Expansion
1404,1117,2024-12-01,Associate,Executive,10.54,Leadership Development
1405,2552,2024-02-19,Junior Executive,Executive,17.51,Outstanding Performance
1406,1435,2025-08-09,Executive,Manager,17.34,Leadership Development
1407,1161,2024-12-27,Executive,Senior Manager,17.76,Annual Promotion
1408,2512,2025-12-28,Junior Executive,Lead Analyst,23.17,Business Requirement
1409,533,2024-12-02,Analyst,Executive,8.49,Outstanding Performance
1410,221,2025-07-17,Junior Executive,Assistant Manager,9.46,Role Expansion
1411,2442,2024-07-30,Executive,Senior Manager,23.15,Role Expansion
1412,1280,2024-09-28,Senior Analyst,Lead Analyst,13.65,Annual Promotion
1413,2748,2024-11-14,Associate,Team Lead,21.76,Outstanding Performance
1414,1908,2024-08-02,Assistant Manager,Team Lead,17.65,Outstanding Performance
1415,2862,2025-07-23,Assistant Manager,Team Lead,15.96,Role Expansion
1416,2640,2024-05-20,Senior Executive,Senior Manager,20.07,Role Expansion
1417,917,2025-05-01,Analyst,Senior Executive,10.44,Business Requirement
1418,1606,2025-05-02,Senior Executive,Lead Analyst,11.12,Leadership Development
1419,1331,2024-01-01,Assistant Manager,Team Lead,15.71,Outstanding Performance
1420,463,2025-07-17,Junior Executive,Assistant Manager,13.97,Role Expansion
1421,1157,2024-09-25,Assistant Manager,Senior Executive,21.06,Business Requirement
1422,2081,2025-05-11,Senior Analyst,Senior Executive,9.75,Outstanding Performance
1423,2661,2024-08-27,Senior Executive,Manager,9.21,Leadership Development
1424,1642,2024-11-28,Senior Analyst,Assistant Manager,18.04,Annual Promotion
1425,2245,2025-09-28,Senior Analyst,Senior Executive,10.7,Role Expansion
1426,1396,2024-04-18,Analyst,Executive,11.54,Business Requirement
1427,1784,2024-02-21,Analyst,Team Lead,17.64,Leadership Development
1428,968,2024-10-11,Senior Analyst,Senior Manager,10.94,Outstanding Performance
1429,2352,2024-03-20,Associate,Senior Manager,22.22,Outstanding Performance
1430,1897,2024-05-14,Senior Analyst,Manager,13.53,Outstanding Performance
1431,1262,2024-08-31,Assistant Manager,Senior Executive,24.25,Outstanding Performance
1432,2808,2025-05-18,Senior Analyst,Executive,21.84,Role Expansion
1433,2642,2024-10-28,Senior Executive,Assistant Manager,19.22,Outstanding Performance
1434,570,2024-06-21,Executive,Team Lead,23.08,Outstanding Performance
1435,2707,2025-08-02,Assistant Manager,Senior Executive,10.54,Business Requirement
1436,2522,2024-08-08,Senior Executive,Assistant Manager,17.82,Annual Promotion
1437,1297,2024-09-26,Executive,Senior Manager,13.1,Leadership Development
1438,1411,2025-12-04,Analyst,Senior Manager,24.83,Business Requirement
1439,2091,2024-10-09,Junior Executive,Manager,14.87,Annual Promotion
1440,256,2025-06-06,Assistant Manager,Lead Analyst,14.28,Business Requirement
1441,2881,2024-01-07,Junior Executive,Executive,17.52,Leadership Development
1442,1156,2024-05-14,Junior Executive,Team Lead,22.72,Annual Promotion
1443,2418,2025-08-04,Analyst,Senior Manager,14.7,Leadership Development
1444,1664,2024-02-25,Associate,Assistant Manager,14.49,Business Requirement
1445,711,2024-04-10,Executive,Senior Manager,16.07,Annual Promotion
1446,1476,2025-05-14,Senior Analyst,Assistant Manager,22.28,Annual Promotion
1447,2745,2025-10-31,Senior Executive,Team Lead,10.13,Outstanding Performance
1448,65,2024-11-01,Junior Executive,Senior Manager,10.45,Role Expansion
1449,557,2025-01-22,Associate,Assistant Manager,9.44,Role Expansion
1450,2849,2024-10-04,Assistant Manager,Team Lead,18.28,Role Expansion
1451,1862,2025-03-28,Senior Analyst,Senior Executive,16.66,Business Requirement
1452,925,2025-07-05,Assistant Manager,Lead Analyst,11.16,Business Requirement
1453,2041,2025-07-17,Junior Executive,Manager,22.4,Annual Promotion
1454,1103,2025-04-29,Associate,Manager,14.98,Business Requirement
1455,138,2025-08-08,Senior Analyst,Lead Analyst,24.63,Business Requirement
1456,1510,2025-01-30,Analyst,Senior Manager,9.92,Role Expansion
1457,582,2025-02-22,Associate,Executive,20.41,Business Requirement
1458,1145,2024-01-25,Assistant Manager,Team Lead,15.9,Outstanding Performance
1459,363,2024-10-23,Senior Analyst,Manager,12.17,Outstanding Performance
1460,2209,2025-07-08,Associate,Senior Manager,21.57,Leadership Development
1461,1408,2024-04-03,Senior Analyst,Executive,17.1,Outstanding Performance
1462,2100,2024-10-12,Analyst,Assistant Manager,23.4,Business Requirement
1463,1725,2024-02-21,Associate,Lead Analyst,14.0,Leadership Development
1464,2847,2024-11-16,Senior Executive,Executive,23.69,Leadership Development
1465,2309,2025-01-19,Associate,Team Lead,12.43,Role Expansion
1466,2347,2024-10-12,Senior Analyst,Senior Executive,8.88,Leadership Development
1467,2558,2024-06-20,Assistant Manager,Senior Manager,8.46,Role Expansion
1468,2071,2025-10-19,Junior Executive,Senior Executive,9.31,Leadership Development
1469,1151,2025-04-01,Senior Executive,Manager,12.68,Leadership Development
1470,457,2025-09-20,Junior Executive,Senior Manager,18.26,Business Requirement
1471,2700,2025-06-20,Associate,Senior Executive,15.59,Annual Promotion
1472,2871,2024-03-05,Senior Executive,Team Lead,12.02,Annual Promotion
1473,136,2024-12-15,Assistant Manager,Manager,13.83,Outstanding Performance
1474,632,2024-09-25,Executive,Manager,22.24,Role Expansion
1475,2707,2024-01-01,Assistant Manager,Senior Executive,15.48,Annual Promotion
1476,1414,2024-09-05,Executive,Manager,8.92,Leadership Development
1477,476,2025-11-11,Assistant Manager,Team Lead,8.89,Role Expansion
1478,1235,2024-10-21,Analyst,Assistant Manager,16.1,Business Requirement
1479,2800,2024-03-21,Executive,Assistant Manager,20.0,Role Expansion
1480,1781,2025-12-14,Senior Executive,Manager,8.2,Role Expansion
1481,1294,2024-10-30,Analyst,Senior Manager,24.35,Outstanding Performance
1482,2611,2025-03-15,Junior Executive,Manager,14.02,Role Expansion
1483,1117,2025-09-01,Senior Analyst,Senior Manager,13.69,Leadership Development
1484,1046,2025-08-18,Assistant Manager,Executive,19.12,Role Expansion
1485,2766,2025-06-24,Analyst,Team Lead,20.73,Business Requirement
1486,2130,2025-05-11,Assistant Manager,Senior Executive,13.74,Annual Promotion
1487,44,2024-07-04,Senior Executive,Manager,19.44,Outstanding Performance
1488,401,2025-09-09,Junior Executive,Assistant Manager,16.93,Role Expansion
1489,1161,2024-12-05,Senior Executive,Senior Manager,12.28,Outstanding Performance
1490,377,2025-10-14,Junior Executive,Manager,8.97,Business Requirement
1491,889,2024-03-04,Associate,Team Lead,24.16,Outstanding Performance
1492,354,2024-06-08,Associate,Executive,22.56,Annual Promotion
1493,2654,2025-06-12,Analyst,Senior Manager,17.62,Annual Promotion
1494,755,2024-06-03,Junior Executive,Senior Manager,12.31,Role Expansion
1495,2617,2024-11-07,Associate,Executive,15.71,Leadership Development
1496,2735,2024-07-13,Assistant Manager,Senior Manager,21.09,Leadership Development
1497,304,2024-03-18,Senior Executive,Team Lead,12.71,Outstanding Performance
1498,1363,2024-07-02,Analyst,Assistant Manager,24.93,Leadership Development
1499,729,2024-01-03,Assistant Manager,Lead Analyst,15.49,Role Expansion
1500,1609,2025-07-27,Executive,Manager,11.03,Role Expansion
1501,2215,2025-11-19,Junior Executive,Senior Executive,21.07,Annual Promotion
1502,436,2024-07-10,Senior Analyst,Senior Manager,23.51,Leadership Development
1503,299,2024-06-20,Junior Executive,Executive,9.2,Leadership Development
1504,2039,2025-01-26,Assistant Manager,Executive,10.53,Outstanding Performance
1505,1600,2024-05-23,Junior Executive,Senior Manager,12.53,Leadership Development
1506,16,2024-05-19,Analyst,Manager,16.76,Role Expansion
1507,1655,2024-01-19,Analyst,Assistant Manager,22.35,Outstanding Performance
1508,14,2025-01-06,Senior Analyst,Senior Executive,14.54,Role Expansion
1509,2193,2024-11-26,Junior Executive,Manager,23.9,Leadership Development
1510,1241,2025-02-26,Senior Executive,Senior Manager,14.81,Outstanding Performance
1511,1393,2025-12-12,Senior Executive,Manager,9.37,Role Expansion
1512,1188,2025-05-04,Assistant Manager,Team Lead,19.01,Annual Promotion
1513,1574,2025-10-25,Senior Analyst,Executive,19.23,Leadership Development
1514,438,2025-10-21,Associate,Assistant Manager,18.72,Leadership Development
1515,2592,2025-09-13,Analyst,Executive,15.45,Annual Promotion
1516,104,2024-03-13,Executive,Senior Executive,20.24,Business Requirement
1517,1593,2024-01-02,Executive,Assistant Manager,9.07,Business Requirement
1518,2047,2025-05-03,Associate,Lead Analyst,17.08,Role Expansion
1519,1390,2024-01-08,Junior Executive,Executive,8.95,Outstanding Performance
1520,868,2024-05-12,Analyst,Executive,21.72,Business Requirement
1521,2198,2024-05-25,Analyst,Senior Manager,10.53,Business Requirement
1522,580,2024-08-17,Executive,Senior Manager,16.31,Outstanding Performance
1523,188,2024-04-20,Analyst,Manager,12.13,Annual Promotion
1524,2592,2024-01-01,Junior Executive,Senior Executive,8.85,Leadership Development
1525,399,2025-04-30,Assistant Manager,Team Lead,15.76,Annual Promotion
1526,262,2024-11-05,Assistant Manager,Manager,21.9,Outstanding Performance
1527,2438,2025-03-17,Junior Executive,Assistant Manager,21.59,Annual Promotion
1528,831,2025-11-02,Junior Executive,Team Lead,15.25,Role Expansion
1529,2803,2025-12-17,Senior Executive,Executive,17.79,Annual Promotion
1530,874,2025-10-19,Senior Executive,Team Lead,20.99,Business Requirement
1531,259,2025-04-08,Executive,Lead Analyst,10.05,Annual Promotion
1532,2853,2025-04-30,Assistant Manager,Senior Executive,14.29,Annual Promotion
1533,2384,2024-12-17,Analyst,Senior Executive,8.69,Outstanding Performance
1534,2590,2025-08-30,Assistant Manager,Team Lead,18.41,Annual Promotion
1535,331,2024-08-09,Junior Executive,Assistant Manager,8.11,Annual Promotion
1536,2670,2024-04-08,Junior Executive,Senior Manager,18.09,Leadership Development
1537,1950,2025-12-27,Analyst,Senior Manager,19.77,Annual Promotion
1538,1110,2025-06-18,Executive,Senior Manager,16.89,Role Expansion
1539,2501,2025-12-13,Executive,Senior Executive,19.76,Business Requirement
1540,2048,2024-06-05,Executive,Senior Manager,18.4,Outstanding Performance
1541,1234,2025-06-15,Associate,Team Lead,13.91,Outstanding Performance
1542,787,2024-06-18,Senior Analyst,Senior Executive,10.0,Business Requirement
1543,1483,2025-12-29,Junior Executive,Manager,22.67,Business Requirement
1544,1902,2025-08-16,Senior Analyst,Senior Executive,21.1,Annual Promotion
1545,794,2025-09-12,Senior Executive,Executive,9.92,Annual Promotion
1546,1944,2024-10-13,Associate,Team Lead,16.46,Annual Promotion
1547,222,2025-03-18,Associate,Executive,18.96,Leadership Development
1548,1030,2024-02-24,Executive,Assistant Manager,13.68,Role Expansion
1549,215,2025-08-07,Junior Executive,Executive,23.72,Annual Promotion
1550,120,2025-05-23,Executive,Team Lead,16.25,Outstanding Performance
1551,2955,2024-08-28,Junior Executive,Senior Executive,15.56,Business Requirement
1552,815,2025-12-05,Senior Executive,Assistant Manager,20.7,Leadership Development
1553,452,2024-10-07,Executive,Team Lead,13.54,Outstanding Performance
1554,1690,2025-04-23,Executive,Senior Manager,22.79,Role Expansion
1555,2397,2024-11-11,Executive,Assistant Manager,16.23,Role Expansion
1556,2497,2024-12-19,Executive,Senior Executive,15.73,Role Expansion
1557,2949,2024-11-01,Senior Executive,Assistant Manager,11.3,Leadership Development
1558,522,2025-04-20,Senior Executive,Lead Analyst,8.55,Business Requirement
1559,560,2024-12-26,Junior Executive,Lead Analyst,9.89,Role Expansion
1560,702,2024-06-01,Analyst,Assistant Manager,20.93,Annual Promotion
1561,643,2025-01-16,Senior Executive,Manager,21.42,Business Requirement
1562,2265,2024-06-25,Executive,Manager,22.54,Outstanding Performance
1563,2138,2025-09-22,Analyst,Team Lead,16.32,Annual Promotion
1564,1896,2025-03-31,Senior Analyst,Assistant Manager,12.75,Role Expansion
1565,1011,2025-10-26,Associate,Team Lead,12.21,Role Expansion
1566,2424,2024-03-15,Senior Analyst,Senior Executive,24.09,Business Requirement
1567,182,2025-02-08,Junior Executive,Assistant Manager,8.68,Role Expansion
1568,2066,2024-06-20,Associate,Team Lead,8.57,Business Requirement
1569,2854,2024-01-09,Analyst,Assistant Manager,21.96,Role Expansion
1570,341,2025-08-02,Analyst,Senior Executive,17.49,Outstanding Performance
1571,1666,2024-07-31,Associate,Senior Manager,24.15,Annual Promotion
1572,980,2025-11-18,Senior Executive,Lead Analyst,19.01,Outstanding Performance
1573,2741,2024-03-13,Junior Executive,Assistant Manager,13.18,Role Expansion
1574,2391,2025-12-22,Assistant Manager,Manager,8.42,Role Expansion
1575,568,2025-08-03,Analyst,Team Lead,22.86,Role Expansion
1576,1518,2025-01-06,Executive,Team Lead,18.66,Outstanding Performance
1577,290,2024-11-25,Assistant Manager,Senior Manager,14.54,Leadership Development
1578,1215,2024-07-01,Senior Analyst,Executive,15.24,Leadership Development
1579,2222,2025-03-26,Associate,Manager,17.78,Annual Promotion
1580,332,2025-01-12,Assistant Manager,Senior Manager,18.55,Leadership Development
1581,2109,2024-03-23,Associate,Executive,24.07,Leadership Development
1582,1569,2024-12-30,Junior Executive,Executive,14.22,Business Requirement
1583,1501,2024-10-20,Junior Executive,Lead Analyst,10.98,Business Requirement
1584,2297,2024-04-05,Associate,Executive,20.06,Annual Promotion
1585,978,2025-10-23,Executive,Lead Analyst,17.17,Role Expansion
1586,2377,2024-05-31,Associate,Team Lead,22.81,Annual Promotion
1587,924,2024-02-29,Assistant Manager,Senior Manager,13.45,Leadership Development
1588,1733,2024-11-01,Senior Analyst,Senior Manager,12.71,Outstanding Performance
1589,1854,2024-07-24,Senior Executive,Lead Analyst,16.27,Business Requirement
1590,1926,2024-03-28,Assistant Manager,Executive,20.07,Business Requirement
1591,2544,2024-08-11,Senior Executive,Assistant Manager,14.26,Outstanding Performance
1592,358,2025-05-18,Executive,Assistant Manager,9.36,Annual Promotion
1593,448,2025-12-10,Senior Executive,Executive,10.8,Outstanding Performance
1594,2033,2025-03-17,Associate,Senior Executive,10.56,Annual Promotion
1595,93,2025-04-09,Senior Analyst,Senior Manager,12.98,Business Requirement
1596,1421,2024-05-22,Executive,Assistant Manager,15.14,Outstanding Performance
1597,91,2025-10-22,Senior Executive,Executive,22.82,Annual Promotion
1598,2641,2025-11-08,Assistant Manager,Manager,13.71,Business Requirement
1599,2647,2024-03-18,Senior Executive,Senior Manager,21.38,Role Expansion
1600,2855,2025-02-18,Senior Analyst,Senior Manager,17.01,Business Requirement
1601,1246,2025-05-02,Analyst,Assistant Manager,17.64,Leadership Development
1602,1065,2024-04-30,Executive,Team Lead,11.86,Leadership Development
1603,194,2024-10-11,Senior Executive,Team Lead,10.52,Leadership Development
1604,2534,2024-08-13,Analyst,Senior Executive,23.71,Business Requirement
1605,2901,2025-06-19,Senior Executive,Team Lead,19.78,Annual Promotion
1606,479,2025-07-05,Executive,Senior Executive,8.7,Leadership Development
1607,1806,2025-06-06,Senior Analyst,Senior Executive,12.43,Annual Promotion
1608,2897,2024-12-28,Executive,Manager,8.59,Leadership Development
1609,1837,2025-04-18,Senior Executive,Lead Analyst,17.18,Annual Promotion
1610,498,2024-06-27,Senior Analyst,Lead Analyst,23.65,Role Expansion
1611,596,2024-10-10,Analyst,Team Lead,24.11,Leadership Development
1612,2238,2025-10-04,Executive,Senior Manager,24.59,Leadership Development
1613,1211,2024-10-24,Associate,Senior Manager,16.06,Leadership Development
1614,2732,2024-12-14,Assistant Manager,Manager,10.5,Business Requirement
1615,1388,2024-05-16,Associate,Assistant Manager,19.72,Role Expansion
1616,2778,2025-09-22,Junior Executive,Senior Executive,17.37,Leadership Development
1617,2530,2024-04-21,Junior Executive,Assistant Manager,22.29,Role Expansion
1618,1337,2024-06-25,Senior Executive,Executive,8.94,Annual Promotion
1619,910,2024-07-19,Senior Analyst,Manager,21.28,Leadership Development
1620,1825,2025-10-18,Executive,Manager,19.51,Outstanding Performance
1621,797,2025-09-28,Senior Analyst,Assistant Manager,16.34,Business Requirement
1622,230,2025-07-25,Senior Analyst,Manager,23.44,Leadership Development
1623,2933,2024-06-25,Analyst,Senior Executive,22.51,Leadership Development
1624,50,2024-10-29,Analyst,Lead Analyst,12.84,Leadership Development
1625,2298,2025-07-30,Senior Executive,Assistant Manager,9.49,Role Expansion
1626,1813,2025-06-12,Associate,Assistant Manager,12.91,Role Expansion
1627,572,2025-06-12,Associate,Assistant Manager,22.2,Business Requirement
1628,852,2024-12-09,Junior Executive,Senior Executive,13.15,Business Requirement
1629,2420,2025-10-15,Senior Executive,Executive,20.85,Outstanding Performance
1630,2617,2024-03-02,Junior Executive,Assistant Manager,23.54,Role Expansion
1631,1893,2024-08-02,Executive,Manager,20.07,Annual Promotion
1632,1564,2024-06-02,Executive,Senior Executive,12.92,Role Expansion
1633,1237,2025-05-12,Junior Executive,Team Lead,22.19,Leadership Development
1634,1899,2024-09-19,Analyst,Manager,11.82,Outstanding Performance
1635,1230,2024-09-01,Executive,Lead Analyst,24.25,Role Expansion
1636,2728,2024-02-11,Junior Executive,Senior Manager,23.18,Role Expansion
