review_id,employee_id,review_date,review_period,performance_rating,performance_category,goals_completed,manager_feedback,promotion_recommended
3507,590,2024-08-02,Q1,3.4,Meets Expectations,6,Needs improvement in productivity.,Yes
3508,2977,2025-09-03,Q4,3.6,Meets Expectations,10,Requires additional coaching.,Yes
3509,1467,2025-01-20,Q2,3.8,Meets Expectations,9,Demonstrates strong problem-solving skills.,Yes
3510,1665,2025-05-28,Q1,4.7,Outstanding,7,Requires additional coaching.,Yes
3511,723,2024-10-26,Q3,2.2,Poor,8,Good communication and collaboration.,No
3512,25,2025-08-01,Q1,3.0,Meets Expectations,5,Demonstrates strong problem-solving skills.,Yes
3513,2367,2025-11-09,Q1,3.3,Meets Expectations,8,Demonstrates strong problem-solving skills.,No
3514,1055,2025-08-19,Q3,4.3,Exceeds Expectations,6,Needs improvement in productivity.,No
3515,1845,2024-12-31,Q4,2.2,Poor,10,Demonstrates strong problem-solving skills.,No
3516,1411,2025-12-02,Q4,2.8,Needs Improvement,4,Excellent leadership and teamwork.,Yes
3517,2159,2024-12-16,Q2,2.8,Needs Improvement,10,Good communication and collaboration.,No
3518,534,2024-05-01,Q2,3.4,Meets Expectations,5,Excellent leadership and teamwork.,Yes
3519,719,2024-10-16,Q2,4.8,Outstanding,10,Consistently exceeds expectations.,Yes
3520,308,2024-10-22,Q3,4.5,Outstanding,10,Requires additional coaching.,Yes
3521,2015,2024-09-14,Q2,2.3,Poor,3,Strong technical skills.,Yes
3522,2527,2024-01-21,Q3,4.6,Outstanding,4,Strong technical skills.,No
3523,2263,2024-07-04,Q2,3.2,Meets Expectations,3,Needs improvement in productivity.,Yes
3524,425,2025-03-15,Q1,4.5,Outstanding,6,Reliable and dependable employee.,Yes
3525,122,2025-08-18,Q4,4.7,Outstanding,3,Consistently exceeds expectations.,No
3526,756,2025-08-10,Q3,4.0,Exceeds Expectations,10,Consistently exceeds expectations.,Yes
3527,1730,2025-11-27,Q1,3.6,Meets Expectations,10,Demonstrates strong problem-solving skills.,Yes
3528,885,2025-04-19,Q1,4.4,Exceeds Expectations,9,Good communication and collaboration.,No
3529,162,2025-05-17,Q1,4.7,Outstanding,3,Strong technical skills.,Yes
3530,855,2025-02-10,Q4,2.6,Needs Improvement,5,Strong technical skills.,No
3531,1544,2025-08-11,Q1,3.7,Meets Expectations,10,Reliable and dependable employee.,No
3532,1817,2024-12-15,Q2,3.3,Meets Expectations,3,Good communication and collaboration.,Yes
3533,1629,2025-10-29,Q3,4.3,Exceeds Expectations,7,Excellent leadership and teamwork.,Yes
3534,1433,2024-06-13,Q3,3.8,Meets Expectations,4,Good communication and collaboration.,Yes
3535,522,2025-11-15,Q2,3.4,Meets Expectations,10,Reliable and dependable employee.,Yes
3536,656,2025-08-16,Q1,4.7,Outstanding,9,Good communication and collaboration.,No
3537,2672,2024-09-11,Q4,2.1,Poor,3,Reliable and dependable employee.,No
3538,2944,2025-05-01,Q4,3.3,Meets Expectations,8,Reliable and dependable employee.,No
3539,681,2025-05-11,Q3,3.7,Meets Expectations,8,Good communication and collaboration.,No
3540,1085,2024-02-12,Q3,3.9,Meets Expectations,3,Demonstrates strong problem-solving skills.,Yes
3541,2072,2025-05-28,Q4,4.6,Outstanding,7,Excellent leadership and teamwork.,No
3542,2029,2025-06-08,Q4,5.0,Outstanding,3,Reliable and dependable employee.,Yes
3543,2235,2025-05-19,Q1,2.0,Poor,5,Excellent leadership and teamwork.,Yes
3544,763,2025-09-25,Q3,4.3,Exceeds Expectations,7,Good communication and collaboration.,Yes
3545,1145,2024-01-20,Q1,2.8,Needs Improvement,6,Reliable and dependable employee.,Yes
3546,1428,2024-10-20,Q2,4.9,Outstanding,6,Reliable and dependable employee.,Yes
3547,688,2024-09-09,Q1,2.7,Needs Improvement,3,Reliable and dependable employee.,No
3548,2671,2024-02-13,Q3,4.4,Exceeds Expectations,3,Consistently exceeds expectations.,Yes
3549,1383,2024-07-18,Q1,2.9,Needs Improvement,6,Requires additional coaching.,No
3550,2848,2025-08-15,Q2,4.4,Exceeds Expectations,6,Good communication and collaboration.,Yes
3551,1207,2025-07-02,Q4,4.5,Outstanding,5,Requires additional coaching.,Yes
3552,30,2024-02-02,Q1,4.4,Exceeds Expectations,8,Good communication and collaboration.,Yes
3553,518,2024-05-03,Q3,4.5,Outstanding,7,Consistently exceeds expectations.,Yes
3554,2375,2025-03-11,Q3,2.2,Poor,9,Needs improvement in productivity.,Yes
3555,232,2024-08-27,Q2,2.4,Poor,10,Requires additional coaching.,Yes
3556,309,2024-09-18,Q3,3.4,Meets Expectations,8,Strong technical skills.,Yes
3557,269,2024-06-20,Q4,4.7,Outstanding,5,Strong technical skills.,Yes
3558,2320,2025-03-09,Q4,2.6,Needs Improvement,8,Consistently exceeds expectations.,Yes
3559,741,2025-02-14,Q1,3.2,Meets Expectations,6,Consistently exceeds expectations.,No
3560,1526,2025-02-23,Q4,2.7,Needs Improvement,5,Requires additional coaching.,No
3561,1940,2025-07-10,Q4,3.0,Meets Expectations,7,Requires additional coaching.,Yes
3562,582,2024-08-19,Q4,4.1,Exceeds Expectations,4,Demonstrates strong problem-solving skills.,Yes
3563,109,2024-01-24,Q2,2.0,Poor,7,Needs improvement in productivity.,Yes
3564,1108,2024-02-14,Q2,2.2,Poor,4,Consistently exceeds expectations.,No
3565,2831,2024-10-08,Q3,2.7,Needs Improvement,8,Excellent leadership and teamwork.,No
3566,386,2025-04-24,Q2,2.8,Needs Improvement,4,Consistently exceeds expectations.,No
3567,974,2024-06-18,Q1,4.0,Exceeds Expectations,10,Demonstrates strong problem-solving skills.,No
3568,2613,2024-05-31,Q4,2.4,Poor,5,Needs improvement in productivity.,No
3569,538,2024-02-29,Q1,2.5,Needs Improvement,6,Strong technical skills.,No
3570,2869,2025-12-06,Q1,4.8,Outstanding,5,Excellent leadership and teamwork.,No
3571,2224,2024-02-07,Q1,3.4,Meets Expectations,9,Demonstrates strong problem-solving skills.,No
3572,2354,2025-12-13,Q2,2.6,Needs Improvement,6,Reliable and dependable employee.,No
3573,1452,2025-10-23,Q1,2.3,Poor,5,Needs improvement in productivity.,No
3574,2935,2025-04-20,Q3,3.6,Meets Expectations,9,Strong technical skills.,Yes
3575,2129,2025-10-19,Q3,3.0,Meets Expectations,6,Reliable and dependable employee.,No
3576,2866,2025-07-08,Q4,3.3,Meets Expectations,5,Requires additional coaching.,Yes
3577,74,2024-04-09,Q3,4.2,Exceeds Expectations,9,Demonstrates strong problem-solving skills.,Yes
3578,2698,2025-02-05,Q2,3.8,Meets Expectations,8,Strong technical skills.,Yes
3579,2612,2024-09-13,Q3,4.6,Outstanding,4,Requires additional coaching.,Yes
3580,2276,2025-05-21,Q2,2.5,Needs Improvement,8,Excellent leadership and teamwork.,Yes
3581,2185,2025-12-17,Q4,2.6,Needs Improvement,5,Strong technical skills.,No
3582,705,2025-10-14,Q2,3.7,Meets Expectations,7,Reliable and dependable employee.,Yes
3583,372,2024-05-22,Q2,4.6,Outstanding,5,Good communication and collaboration.,No
3584,358,2024-06-20,Q2,2.9,Needs Improvement,3,Excellent leadership and teamwork.,No
3585,1616,2025-05-17,Q4,2.5,Needs Improvement,3,Reliable and dependable employee.,No
3586,1633,2025-04-19,Q3,2.0,Poor,3,Needs improvement in productivity.,No
3587,796,2024-02-29,Q4,2.6,Needs Improvement,7,Excellent leadership and teamwork.,Yes
3588,2938,2024-01-04,Q1,2.7,Needs Improvement,3,Consistently exceeds expectations.,Yes
3589,1007,2025-08-05,Q2,3.1,Meets Expectations,5,Reliable and dependable employee.,Yes
3590,1221,2024-06-27,Q1,4.5,Outstanding,4,Good communication and collaboration.,No
3591,24,2024-01-21,Q4,4.1,Exceeds Expectations,3,Reliable and dependable employee.,No
3592,1991,2024-03-07,Q3,4.0,Exceeds Expectations,9,Strong technical skills.,No
3593,455,2024-04-25,Q4,4.8,Outstanding,3,Demonstrates strong problem-solving skills.,No
3594,532,2024-05-25,Q2,3.2,Meets Expectations,8,Excellent leadership and teamwork.,Yes
3595,2345,2024-12-29,Q4,3.0,Meets Expectations,5,Good communication and collaboration.,No
3596,1736,2024-06-14,Q4,2.3,Poor,5,Good communication and collaboration.,Yes
3597,843,2024-08-22,Q2,4.9,Outstanding,9,Consistently exceeds expectations.,Yes
3598,2634,2025-06-13,Q3,4.8,Outstanding,7,Consistently exceeds expectations.,No
3599,1228,2025-10-13,Q2,2.4,Poor,4,Requires additional coaching.,No
3600,1131,2025-10-19,Q3,4.7,Outstanding,4,Good communication and collaboration.,No
3601,732,2025-12-28,Q4,3.4,Meets Expectations,8,Demonstrates strong problem-solving skills.,No
3602,130,2025-01-30,Q2,3.3,Meets Expectations,7,Strong technical skills.,Yes
3603,2555,2024-11-30,Q3,4.9,Outstanding,9,Consistently exceeds expectations.,No
3604,1343,2024-02-12,Q1,4.6,Outstanding,10,Excellent leadership and teamwork.,Yes
3605,2026,2025-10-31,Q2,3.9,Meets Expectations,5,Strong technical skills.,Yes
3606,169,2024-08-29,Q3,4.6,Outstanding,6,Demonstrates strong problem-solving skills.,No
3607,1093,2025-12-01,Q1,4.3,Exceeds Expectations,10,Reliable and dependable employee.,Yes
3608,1101,2024-09-14,Q3,3.0,Meets Expectations,6,Requires additional coaching.,No
3609,1838,2024-02-13,Q1,3.7,Meets Expectations,5,Needs improvement in productivity.,No
3610,2196,2025-05-06,Q2,3.1,Meets Expectations,9,Reliable and dependable employee.,No
3611,2292,2025-10-06,Q3,3.7,Meets Expectations,10,Reliable and dependable employee.,Yes
3612,2113,2025-01-11,Q3,3.3,Meets Expectations,4,Excellent leadership and teamwork.,Yes
3613,2440,2025-01-20,Q3,3.0,Meets Expectations,8,Demonstrates strong problem-solving skills.,No
3614,715,2024-04-20,Q3,2.3,Poor,6,Needs improvement in productivity.,Yes
3615,134,2025-11-06,Q2,3.7,Meets Expectations,10,Consistently exceeds expectations.,No
3616,2753,2025-09-20,Q3,3.3,Meets Expectations,10,Requires additional coaching.,Yes
3617,1203,2024-06-07,Q3,2.7,Needs Improvement,7,Good communication and collaboration.,No
3618,210,2025-02-16,Q4,3.2,Meets Expectations,4,Demonstrates strong problem-solving skills.,No
3619,1703,2025-05-28,Q4,2.8,Needs Improvement,10,Reliable and dependable employee.,No
3620,958,2025-11-17,Q1,3.2,Meets Expectations,8,Strong technical skills.,Yes
3621,2128,2025-03-18,Q1,3.1,Meets Expectations,3,Reliable and dependable employee.,No
3622,1948,2024-03-16,Q2,4.8,Outstanding,4,Excellent leadership and teamwork.,No
3623,1371,2024-03-09,Q4,2.1,Poor,9,Excellent leadership and teamwork.,No
3624,968,2024-07-20,Q4,3.1,Meets Expectations,3,Needs improvement in productivity.,Yes
3625,934,2025-10-17,Q4,4.1,Exceeds Expectations,7,Requires additional coaching.,Yes
3626,866,2024-05-31,Q4,2.1,Poor,10,Good communication and collaboration.,Yes
3627,1658,2025-08-28,Q1,3.4,Meets Expectations,5,Reliable and dependable employee.,Yes
3628,1723,2024-04-04,Q4,3.2,Meets Expectations,7,Consistently exceeds expectations.,Yes
3629,2097,2024-03-29,Q4,3.4,Meets Expectations,8,Good communication and collaboration.,No
3630,2770,2025-06-16,Q1,3.8,Meets Expectations,9,Demonstrates strong problem-solving skills.,Yes
3631,2346,2025-07-11,Q3,3.2,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
3632,99,2025-09-20,Q3,4.2,Exceeds Expectations,8,Excellent leadership and teamwork.,No
3633,2339,2025-08-03,Q1,2.4,Poor,10,Excellent leadership and teamwork.,No
3634,2654,2025-01-17,Q4,4.6,Outstanding,4,Requires additional coaching.,No
3635,122,2024-02-22,Q2,3.2,Meets Expectations,5,Excellent leadership and teamwork.,Yes
3636,1648,2025-01-15,Q1,4.3,Exceeds Expectations,10,Good communication and collaboration.,Yes
3637,2085,2024-07-30,Q1,4.5,Outstanding,5,Demonstrates strong problem-solving skills.,Yes
3638,2302,2024-07-21,Q3,2.5,Needs Improvement,6,Good communication and collaboration.,No
3639,371,2025-01-15,Q1,3.4,Meets Expectations,9,Strong technical skills.,No
3640,703,2024-07-06,Q3,3.2,Meets Expectations,5,Excellent leadership and teamwork.,Yes
3641,2941,2025-05-31,Q2,4.1,Exceeds Expectations,4,Good communication and collaboration.,No
3642,1239,2025-05-10,Q1,4.1,Exceeds Expectations,4,Strong technical skills.,No
3643,2317,2025-10-01,Q4,3.8,Meets Expectations,10,Excellent leadership and teamwork.,No
3644,2453,2025-11-07,Q3,2.5,Needs Improvement,10,Good communication and collaboration.,Yes
3645,1507,2025-06-28,Q2,2.8,Needs Improvement,7,Good communication and collaboration.,No
3646,2698,2025-07-09,Q1,4.4,Exceeds Expectations,5,Consistently exceeds expectations.,No
3647,2969,2025-04-06,Q4,3.6,Meets Expectations,10,Excellent leadership and teamwork.,No
3648,2597,2024-04-27,Q3,3.1,Meets Expectations,6,Consistently exceeds expectations.,No
3649,2643,2024-11-09,Q1,3.6,Meets Expectations,4,Requires additional coaching.,No
3650,2380,2024-02-17,Q2,4.8,Outstanding,4,Needs improvement in productivity.,Yes
3651,819,2025-12-14,Q1,4.8,Outstanding,4,Demonstrates strong problem-solving skills.,Yes
3652,2454,2025-10-11,Q4,4.9,Outstanding,7,Excellent leadership and teamwork.,No
3653,197,2025-03-28,Q1,2.6,Needs Improvement,4,Demonstrates strong problem-solving skills.,Yes
3654,1648,2025-08-29,Q2,2.5,Needs Improvement,9,Reliable and dependable employee.,No
3655,1226,2024-06-05,Q3,4.5,Outstanding,3,Excellent leadership and teamwork.,No
3656,604,2024-04-17,Q3,3.5,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
3657,364,2025-06-25,Q1,2.2,Poor,9,Consistently exceeds expectations.,No
3658,452,2025-02-09,Q4,2.5,Needs Improvement,9,Requires additional coaching.,Yes
3659,64,2024-01-17,Q2,3.7,Meets Expectations,3,Good communication and collaboration.,Yes
3660,1869,2025-09-14,Q2,2.2,Poor,9,Good communication and collaboration.,No
3661,1150,2025-06-14,Q3,2.8,Needs Improvement,9,Reliable and dependable employee.,No
3662,1369,2025-06-12,Q4,5.0,Outstanding,3,Consistently exceeds expectations.,Yes
3663,45,2024-08-25,Q3,4.2,Exceeds Expectations,5,Strong technical skills.,Yes
3664,2694,2025-06-16,Q2,4.6,Outstanding,9,Excellent leadership and teamwork.,Yes
3665,640,2025-08-19,Q4,4.9,Outstanding,8,Good communication and collaboration.,Yes
3666,749,2024-12-13,Q3,3.7,Meets Expectations,10,Requires additional coaching.,Yes
3667,1024,2025-12-20,Q4,3.8,Meets Expectations,3,Reliable and dependable employee.,No
3668,993,2024-05-19,Q2,3.1,Meets Expectations,7,Excellent leadership and teamwork.,No
3669,1454,2024-02-11,Q4,2.7,Needs Improvement,7,Consistently exceeds expectations.,No
3670,1505,2024-05-10,Q3,4.3,Exceeds Expectations,3,Good communication and collaboration.,No
3671,2875,2024-06-23,Q2,2.8,Needs Improvement,4,Needs improvement in productivity.,No
3672,2042,2024-09-20,Q3,2.7,Needs Improvement,7,Requires additional coaching.,No
3673,624,2025-02-14,Q2,5.0,Outstanding,6,Requires additional coaching.,Yes
3674,1562,2025-03-20,Q4,3.2,Meets Expectations,9,Strong technical skills.,Yes
3675,530,2024-06-20,Q3,3.1,Meets Expectations,10,Reliable and dependable employee.,Yes
3676,207,2024-01-10,Q2,4.9,Outstanding,9,Reliable and dependable employee.,Yes
3677,1683,2025-08-07,Q2,3.7,Meets Expectations,3,Requires additional coaching.,No
3678,1631,2025-02-09,Q4,2.2,Poor,9,Reliable and dependable employee.,Yes
3679,1413,2024-04-12,Q2,3.1,Meets Expectations,6,Good communication and collaboration.,No
3680,2265,2024-05-26,Q4,4.2,Exceeds Expectations,10,Demonstrates strong problem-solving skills.,No
3681,2503,2024-08-30,Q4,2.6,Needs Improvement,3,Strong technical skills.,Yes
3682,1012,2025-06-11,Q2,2.8,Needs Improvement,3,Strong technical skills.,Yes
3683,392,2024-11-14,Q2,3.0,Meets Expectations,4,Reliable and dependable employee.,Yes
3684,1649,2024-03-15,Q1,2.0,Poor,4,Strong technical skills.,No
3685,204,2024-06-11,Q4,4.0,Exceeds Expectations,9,Reliable and dependable employee.,Yes
3686,1250,2025-08-16,Q2,4.2,Exceeds Expectations,3,Strong technical skills.,Yes
3687,892,2025-09-25,Q1,2.9,Needs Improvement,6,Demonstrates strong problem-solving skills.,No
3688,624,2024-05-08,Q4,4.7,Outstanding,5,Excellent leadership and teamwork.,No
3689,2640,2025-03-15,Q4,3.0,Meets Expectations,7,Reliable and dependable employee.,Yes
3690,1216,2025-07-01,Q3,4.7,Outstanding,5,Excellent leadership and teamwork.,Yes
3691,957,2024-12-09,Q2,3.0,Meets Expectations,3,Demonstrates strong problem-solving skills.,No
3692,1754,2024-03-29,Q1,3.8,Meets Expectations,7,Requires additional coaching.,Yes
3693,2329,2024-01-15,Q1,4.8,Outstanding,8,Requires additional coaching.,Yes
3694,18,2025-03-12,Q3,2.3,Poor,6,Excellent leadership and teamwork.,No
3695,2522,2025-10-02,Q1,3.2,Meets Expectations,9,Needs improvement in productivity.,No
3696,627,2024-11-26,Q3,4.3,Exceeds Expectations,3,Strong technical skills.,Yes
3697,1259,2024-08-24,Q1,3.5,Meets Expectations,5,Needs improvement in productivity.,Yes
3698,298,2025-05-04,Q4,4.0,Exceeds Expectations,8,Requires additional coaching.,Yes
3699,53,2024-05-18,Q4,2.2,Poor,10,Good communication and collaboration.,Yes
3700,301,2025-07-10,Q3,3.5,Meets Expectations,3,Good communication and collaboration.,No
3701,353,2025-09-15,Q2,4.3,Exceeds Expectations,3,Reliable and dependable employee.,No
3702,2548,2025-09-03,Q1,4.2,Exceeds Expectations,6,Demonstrates strong problem-solving skills.,Yes
3703,861,2024-10-13,Q2,3.4,Meets Expectations,7,Reliable and dependable employee.,No
3704,1272,2025-10-19,Q4,2.8,Needs Improvement,7,Excellent leadership and teamwork.,No
3705,2021,2025-12-06,Q4,3.3,Meets Expectations,9,Reliable and dependable employee.,Yes
3706,1292,2025-02-26,Q1,5.0,Outstanding,10,Requires additional coaching.,No
3707,313,2024-03-22,Q1,4.3,Exceeds Expectations,10,Excellent leadership and teamwork.,No
3708,368,2025-04-22,Q2,3.4,Meets Expectations,5,Needs improvement in productivity.,Yes
3709,1098,2024-08-05,Q2,3.1,Meets Expectations,7,Excellent leadership and teamwork.,Yes
3710,2287,2025-06-12,Q1,4.4,Exceeds Expectations,8,Needs improvement in productivity.,Yes
3711,2986,2024-01-06,Q1,4.2,Exceeds Expectations,8,Demonstrates strong problem-solving skills.,No
3712,1112,2024-07-28,Q4,4.2,Exceeds Expectations,8,Good communication and collaboration.,Yes
3713,1632,2025-06-01,Q4,2.1,Poor,10,Excellent leadership and teamwork.,Yes
3714,1168,2024-12-18,Q2,2.0,Poor,3,Strong technical skills.,No
3715,1277,2024-09-30,Q3,2.4,Poor,3,Good communication and collaboration.,Yes
3716,730,2024-01-17,Q1,2.2,Poor,6,Requires additional coaching.,No
3717,657,2024-03-18,Q1,4.3,Exceeds Expectations,6,Needs improvement in productivity.,No
3718,2804,2024-02-20,Q1,4.8,Outstanding,10,Excellent leadership and teamwork.,Yes
3719,1605,2025-07-31,Q3,3.0,Meets Expectations,4,Requires additional coaching.,No
3720,2835,2025-01-29,Q2,3.3,Meets Expectations,6,Good communication and collaboration.,No
3721,2953,2024-03-20,Q2,3.3,Meets Expectations,3,Good communication and collaboration.,No
3722,1229,2025-11-21,Q1,2.8,Needs Improvement,3,Requires additional coaching.,No
3723,175,2024-04-25,Q4,3.5,Meets Expectations,3,Reliable and dependable employee.,Yes
3724,2784,2024-01-07,Q1,4.1,Exceeds Expectations,7,Good communication and collaboration.,Yes
3725,377,2025-04-25,Q2,2.6,Needs Improvement,9,Requires additional coaching.,Yes
3726,395,2025-07-27,Q3,3.0,Meets Expectations,8,Excellent leadership and teamwork.,No
3727,668,2024-08-04,Q2,4.4,Exceeds Expectations,5,Consistently exceeds expectations.,Yes
3728,2434,2024-11-29,Q1,4.0,Exceeds Expectations,7,Demonstrates strong problem-solving skills.,Yes
3729,602,2024-06-28,Q2,2.1,Poor,10,Excellent leadership and teamwork.,No
3730,1956,2025-12-02,Q3,4.9,Outstanding,7,Strong technical skills.,No
3731,2976,2024-07-22,Q1,4.1,Exceeds Expectations,5,Good communication and collaboration.,Yes
3732,1818,2024-02-20,Q3,4.3,Exceeds Expectations,9,Consistently exceeds expectations.,No
3733,2987,2024-12-26,Q3,2.7,Needs Improvement,9,Demonstrates strong problem-solving skills.,No
3734,1672,2024-02-21,Q4,2.4,Poor,5,Good communication and collaboration.,No
3735,2880,2024-03-16,Q4,4.3,Exceeds Expectations,3,Needs improvement in productivity.,Yes
3736,56,2024-04-13,Q4,2.4,Poor,4,Strong technical skills.,Yes
3737,532,2025-06-15,Q4,3.1,Meets Expectations,3,Good communication and collaboration.,No
3738,2118,2024-12-12,Q3,3.2,Meets Expectations,3,Requires additional coaching.,Yes
3739,171,2025-12-05,Q2,3.2,Meets Expectations,9,Excellent leadership and teamwork.,No
3740,181,2025-08-02,Q1,2.4,Poor,9,Strong technical skills.,Yes
3741,2556,2025-10-19,Q1,3.6,Meets Expectations,3,Good communication and collaboration.,Yes
3742,2427,2025-08-02,Q2,2.4,Poor,3,Good communication and collaboration.,Yes
3743,587,2025-08-03,Q1,3.1,Meets Expectations,7,Needs improvement in productivity.,Yes
3744,2821,2024-01-27,Q4,2.6,Needs Improvement,8,Demonstrates strong problem-solving skills.,No
3745,948,2025-08-15,Q2,4.6,Outstanding,9,Excellent leadership and teamwork.,Yes
3746,2553,2025-03-01,Q4,4.1,Exceeds Expectations,3,Reliable and dependable employee.,No
3747,1429,2025-12-08,Q4,4.8,Outstanding,7,Needs improvement in productivity.,No
3748,1120,2025-03-14,Q2,4.9,Outstanding,3,Needs improvement in productivity.,No
3749,2281,2024-09-01,Q3,4.9,Outstanding,7,Needs improvement in productivity.,Yes
3750,2105,2024-02-22,Q1,2.3,Poor,4,Requires additional coaching.,No
3751,2578,2024-07-03,Q2,3.1,Meets Expectations,7,Strong technical skills.,No
3752,1631,2024-06-26,Q2,4.9,Outstanding,5,Needs improvement in productivity.,Yes
3753,506,2024-06-01,Q4,3.5,Meets Expectations,3,Needs improvement in productivity.,No
3754,1557,2024-02-28,Q4,2.0,Poor,4,Requires additional coaching.,Yes
3755,1269,2024-06-06,Q1,3.6,Meets Expectations,10,Excellent leadership and teamwork.,No
3756,1839,2025-03-10,Q2,4.6,Outstanding,9,Requires additional coaching.,Yes
3757,537,2025-12-02,Q1,2.6,Needs Improvement,8,Needs improvement in productivity.,Yes
3758,291,2024-05-18,Q2,3.1,Meets Expectations,3,Consistently exceeds expectations.,No
3759,944,2024-09-30,Q1,4.0,Exceeds Expectations,9,Demonstrates strong problem-solving skills.,Yes
3760,1295,2025-01-29,Q3,3.3,Meets Expectations,10,Excellent leadership and teamwork.,No
3761,529,2025-09-29,Q3,2.5,Needs Improvement,4,Good communication and collaboration.,Yes
3762,2420,2024-11-14,Q4,3.0,Meets Expectations,7,Excellent leadership and teamwork.,No
3763,1083,2024-09-28,Q3,4.2,Exceeds Expectations,6,Consistently exceeds expectations.,No
3764,2845,2024-05-14,Q4,4.8,Outstanding,3,Needs improvement in productivity.,No
3765,505,2024-07-02,Q1,3.7,Meets Expectations,9,Requires additional coaching.,No
3766,2943,2025-10-18,Q2,3.2,Meets Expectations,9,Needs improvement in productivity.,No
3767,505,2024-02-27,Q2,3.7,Meets Expectations,8,Demonstrates strong problem-solving skills.,No
3768,2570,2025-01-15,Q4,4.0,Exceeds Expectations,9,Excellent leadership and teamwork.,No
3769,2813,2025-11-06,Q2,3.4,Meets Expectations,6,Demonstrates strong problem-solving skills.,No
3770,2995,2024-12-26,Q3,2.3,Poor,6,Excellent leadership and teamwork.,Yes
3771,2309,2024-05-16,Q1,2.6,Needs Improvement,8,Requires additional coaching.,No
3772,991,2025-06-19,Q2,2.7,Needs Improvement,10,Good communication and collaboration.,Yes
3773,862,2024-11-01,Q4,3.7,Meets Expectations,7,Strong technical skills.,Yes
3774,763,2025-10-08,Q2,4.6,Outstanding,8,Good communication and collaboration.,Yes
3775,1618,2024-05-29,Q4,4.8,Outstanding,9,Reliable and dependable employee.,No
3776,678,2024-04-12,Q2,3.3,Meets Expectations,5,Good communication and collaboration.,No
3777,2670,2025-10-13,Q2,2.4,Poor,6,Reliable and dependable employee.,Yes
3778,2357,2025-11-11,Q1,2.3,Poor,4,Requires additional coaching.,Yes
3779,934,2024-05-09,Q2,4.3,Exceeds Expectations,7,Strong technical skills.,Yes
3780,871,2024-10-27,Q4,4.9,Outstanding,4,Reliable and dependable employee.,Yes
3781,2756,2025-04-17,Q3,3.4,Meets Expectations,4,Needs improvement in productivity.,No
3782,2827,2025-12-19,Q4,3.0,Meets Expectations,3,Demonstrates strong problem-solving skills.,No
3783,1788,2025-03-09,Q1,3.7,Meets Expectations,6,Good communication and collaboration.,Yes
3784,121,2024-10-15,Q4,2.0,Poor,7,Good communication and collaboration.,Yes
3785,2759,2025-07-31,Q4,2.5,Needs Improvement,5,Reliable and dependable employee.,No
3786,1841,2024-06-06,Q2,3.4,Meets Expectations,6,Consistently exceeds expectations.,No
3787,2974,2024-11-09,Q1,3.5,Meets Expectations,9,Requires additional coaching.,No
3788,2991,2025-09-09,Q4,3.4,Meets Expectations,3,Good communication and collaboration.,No
3789,215,2025-04-14,Q1,2.7,Needs Improvement,8,Needs improvement in productivity.,Yes
3790,2556,2024-07-06,Q3,3.5,Meets Expectations,5,Strong technical skills.,Yes
3791,2982,2024-03-29,Q4,4.5,Outstanding,7,Excellent leadership and teamwork.,Yes
3792,2032,2025-02-16,Q4,2.8,Needs Improvement,10,Needs improvement in productivity.,Yes
3793,1754,2025-07-04,Q2,3.4,Meets Expectations,8,Excellent leadership and teamwork.,No
3794,655,2025-06-15,Q1,2.0,Poor,6,Requires additional coaching.,Yes
3795,2083,2025-10-24,Q3,4.0,Exceeds Expectations,9,Strong technical skills.,No
3796,2986,2024-03-04,Q4,2.2,Poor,7,Needs improvement in productivity.,No
3797,2645,2025-04-09,Q1,3.8,Meets Expectations,6,Demonstrates strong problem-solving skills.,No
3798,2451,2024-04-01,Q3,4.4,Exceeds Expectations,9,Excellent leadership and teamwork.,No
3799,1285,2024-03-19,Q3,2.0,Poor,6,Reliable and dependable employee.,No
3800,1788,2024-09-20,Q2,2.9,Needs Improvement,5,Good communication and collaboration.,No
3801,1561,2025-05-22,Q1,2.3,Poor,5,Consistently exceeds expectations.,Yes
3802,1350,2024-12-13,Q3,3.8,Meets Expectations,6,Strong technical skills.,Yes
3803,17,2024-11-29,Q2,4.1,Exceeds Expectations,10,Requires additional coaching.,Yes
3804,564,2025-10-24,Q3,4.7,Outstanding,10,Strong technical skills.,Yes
3805,2610,2024-11-23,Q4,2.5,Needs Improvement,10,Demonstrates strong problem-solving skills.,Yes
3806,2103,2025-07-10,Q2,4.3,Exceeds Expectations,5,Good communication and collaboration.,No
3807,2154,2024-04-20,Q4,3.9,Meets Expectations,3,Needs improvement in productivity.,No
3808,277,2024-03-26,Q1,3.2,Meets Expectations,9,Consistently exceeds expectations.,Yes
3809,2859,2025-01-27,Q3,4.2,Exceeds Expectations,9,Strong technical skills.,No
3810,2356,2025-05-21,Q3,3.8,Meets Expectations,9,Excellent leadership and teamwork.,No
3811,2111,2024-01-01,Q4,3.3,Meets Expectations,7,Requires additional coaching.,Yes
3812,2779,2024-01-11,Q1,3.6,Meets Expectations,10,Reliable and dependable employee.,Yes
3813,1618,2024-07-16,Q1,4.4,Exceeds Expectations,3,Reliable and dependable employee.,No
3814,343,2025-02-25,Q2,3.2,Meets Expectations,3,Consistently exceeds expectations.,No
